id;institutionType;name;voivodeship;county;community;city;street;houseNumber;localNumber;postalCode;geolocation;website;email;phone;capacity;kidsEnrolled;capacityKPO;capacityFERS;kidsEnrolledKPO;kidsEnrolledFERS;basicPricePerMonth;basicPricePerMonthKPOFERS;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended;longitude;latitude
18035/Z;Żłobek;Żłobek Samorządowy w Dobrej;WIELKOPOLSKIE;turecki;Dobra;Długa Wieś, osada;;28C;;62-730;"18.612290304971314;51.91699424924306";;zlobek@dobra24.pl;787234720;24;24.0;;;;;1500.0 zł;0.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Gmina Dobra;pl. Plac Wojska Polskiego 10 62-730 Dobra, Dobra, miasto;6681870425.0;311019438.0;18929/P;www.bip.dobra24.pl;NIE;18.612290304971317;51.91699424924306
18036/Z;Żłobek;Gminny Żłobek w Radłowie;MAŁOPOLSKIE;tarnowski;Radłów;Radłów, miasto;ul. Szkolna;1;;33-130;"20.854130482940672;50.0878148141291";;zlobek@gminaradlow.pl;146870027;20;20.0;;;;;731.0 zł;0.0 zł;43.0 zł;;;10.0 zł;Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Gmina Radłów;ul.  Kolejowa 7 33-130 RADŁÓW, Radłów, miasto;8731001716.0;851660915.0;18968/P;www.gminaradlow.pl;NIE;20.854130482940672;50.0878148141291
18037/Z;Żłobek;"Gminny Żłobek ""Nenufarek"" z siedzibą w Seroczynie";MAZOWIECKIE;siedlecki;Wodynie;Seroczyn, wieś;ul. Siedlecka;1;;08-116;"21.92035;52.01156";www.zlobeknenufarek.pl;zlobek.nenufarek@gmail.com;256419787;19;19.0;;;;;1495.0 zł;0.0 zł;60.0 zł;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Gmina Wodynie;ul.  Siedlecka 43 08-117 Wodynie, Wodynie, wieś;8212393356.0;711582664.0;18969/P;www.wodynie.eu;NIE;21.92035;52.01156
18056/Z;Żłobek;Żłobek Gminny w Bujnach Szlacheckich;ŁÓDZKIE;bełchatowski;Zelów;Bujny Szlacheckie, wieś;;51;;97-425;"19.28447800783242;51.46227115";;bujnyszl@interia.pl;446341521;14;14.0;;;;;1500.0 zł;0.0 zł;30.0 zł;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;Gmina Zelów;ul. Stefana Żeromskiego 23 97-425 Zelów, Zelów, miasto;7692051648.0;590648273.0;18988/P;www.zelow.pl;NIE;19.28447800783242;51.46227115
18057/Z;Żłobek;Żłobek Teddy Bear Krzysztof Krasucki;ŚLĄSKIE;cieszyński;Skoczów;Skoczów, miasto;ul.  Stalmacha;33A;;43-430;"18.78778210335122;49.805951300000004";zlobekskoczow.com;zlobekteddybear@op.pl;508684571;22;22.0;0.0;0.0;0.0;0.0;700.0 zł;0.0 zł;;;;13.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ;TAK;ŻŁOBEK TEDDY BEAR KRZYSZTOF KRASUCKI;ul.  Stalmacha 33A 43-430 Skoczów, Skoczów, miasto;5482730299.0;385945535.0;18908/P;;NIE;18.78778210335122;49.8059513
18058/Z;Żłobek;"Żłobek ""Niedźwiadek""";LUBELSKIE;lubelski;Niedrzwica Duża;Niedrzwica Duża, wieś;ul. Kraśnicka;51A;;24-220;"22.379921174316408;51.10757642112071";zlobek.niedrzwicaduza.pl;zlobek.niedzwiadek@niedrzwicaduza.pl;537755104;54;54.0;18.0;0.0;18.0;0.0;1500.0 zł;1500.0 zł;50.0 zł;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Gmina Niedrzwica Duża;ul.  Lubelska 30 24-220 NIEDRZWICA DUŻA, Niedrzwica Duża, wieś;7132957773.0;431019543.0;19008/P;;NIE;22.379921174316408;51.10757642112071
18059/Z;Żłobek;"Publiczny Żłobek ""Iskierka"" w Gorzowie Śląskim";OPOLSKIE;oleski;Gorzów Śląski;Gorzów Śląski, miasto;ul. Fryderyka Chopina;6;;46-310;"18.42101026332989;51.024534349999996";www.iskierka.gorzowslaski.pl;iskierka@gorzowslaski.pl;343000187;50;21.0;;;;;645.0 zł;0.0 zł;50.0 zł;;;12.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:00 ;NIE;Gmina Gorzów Śląski;ul.  Wojska Polskiego 15 46-310 Gorzów Śląski, Gorzów Śląski, miasto;5761550857.0;151398617.0;19028/P;;NIE;18.42101026332989;51.02453435
18060/Z;Żłobek;Żłobek nr 13 Skarbek;POMORSKIE;Gdańsk;Gdańsk;Gdańsk, miasto;ul. Kolorowa;27;;80-180;"18.60336646888361;54.3113331";www.zlobki.gda.pl ;skarbek@zlobki.gda.pl;585733828;96;96.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;50.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;Gmina Miasta Gdańska;ul.  Nowe Ogrody 8 lok. 12 80-803 Gdańsk, Gdańsk, miasto;5830011969.0;190559151.0;557/P;www.gdansk.pl;NIE;18.60336646888361;54.3113331
18075/Z;Żłobek;NIEPUBLICZNY ŻŁOBEK KOLOROWE GNIAZDKO;POMORSKIE;Gdańsk;Gdańsk;Gdańsk, miasto;ul. Orfeusza;31/33;;80-299;"18.480214;54.4179163";www.kolorowegniazdko.pl;przedszkole.kolorowegniazdko@wp.pl;660802996;15;15.0;;;;;1500.0 zł;0.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Kolorowe Gniazdko - Beata Stenka;ul. Orfeusza 31/33 80-299 Gdańsk, Gdańsk, miasto;9570451891.0;383687425.0;15769/P;www.kolorowegniazdko.pl;NIE;18.480214;54.4179163
18095/Z;Żłobek;Żłobek Niepubliczny Jupiś;MAZOWIECKIE;pruszkowski;Nadarzyn;Nadarzyn, wieś;ul. Wiśniowa;26;;05-830;"20.79463851630435;52.098671499999995";www.jupikprzedszkole.pl;info@jupikprzedszkole.pl;227299281;25;23.0;;;;;1550.0 zł;0.0 zł;;;0.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;TAK;Fundacja Kultury Informacyjnej;ul. Wiśniowa 26 05-830 Nadarzyn, Nadarzyn, wieś;5341031748.0;10790968.0;13146/P;;NIE;20.79463851630435;52.0986715
18096/Z;Żłobek;"Samorządowy Żłobek ""Psotna Andzia"" w Przecławiu";PODKARPACKIE;mielecki;Przecław;Przecław, miasto;rynek Rynek;8;;39-320;"21.48130871202754;50.19401075";www.przeclaw.naszzlobek.com;sekretariat.zlobek@przeclaw.org;177493797;56;56.0;;;;;1500.0 zł;0.0 zł;30.0 zł;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;Gmina Przecław;ul.  Kilińskiego 7 39-320 Przecław, Przecław, miasto;8171979911.0;690581927.0;19048/P;www.przeclaw.org;NIE;21.48130871202754;50.19401075
18115/Z;Żłobek;Żłobek Miejski ;KUJAWSKO-POMORSKIE;aleksandrowski;Aleksandrów Kujawski;Aleksandrów Kujawski, miasto;ul. Wojska Polskiego;19;;87-700;nan;;zlobek@aleksandrowkujawski.pl;542822209;34;33.0;;;;;1500.0 zł;0.0 zł;;;;11.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ;TAK;Gmina Miejska Aleksandrów Kujawski;ul. Juliusza Słowackiego 8 87-700 , Aleksandrów Kujawski, miasto;8911558917.0;910866382.0;19068/P;aleksandrowkujawski.pl;NIE;18.6987211;52.8760597
18116/Z;Żłobek;Żłobek Smyki;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;Poznań-Jeżyce, delegatura;ul. Augusta Cieszkowskiego;70;;60-462;"16.873975396156315;52.461200127510935";;kontakt@zlobeksmyki.pl;511204242;30;30.0;;;;;1800.0 zł;0.0 zł;50.0 zł;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;BESAFE Bartosz Szlachetka;ul. Augusta Cieszkowskiego 70 60-462 Poznań-Jeżyce, Poznań-Jeżyce, delegatura;6211665797.0;301913584.0;12025/P;;NIE;16.873975396156315;52.461200127510935
18117/Z;Żłobek;"Żłobek ""Myszka Miki """;MAZOWIECKIE;pruszkowski;Piastów;Piastów, miasto;ul.  Lwowska;12;;05-820;"20.843474196610167;52.1834942";www.zlobekmyszkamiki.pl;akademia@zlobekmyszkamiki.pl;+48883750040;72;40.0;0.0;0.0;0.0;0.0;2000.0 zł;0.0 zł;40.0 zł;;;22.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ;TAK;Akademia Malucha Myszka Miki sp. z o.o.;ul. Orłów Piastowskich 37 02-495 Warszawa - Ursus, Warszawa - Ursus, dzielnica m. st. Warszawy;5272703936.0;146951989.0;2546/P;www.zlobekmyszkamiki.pl;NIE;20.843474196610167;52.1834942
18135/Z;Żłobek;"Niepubliczny Żłobek ""Baby Panda""";MAZOWIECKIE;Warszawa;Warszawa - Mokotów;Warszawa - Mokotów, dzielnica m. st. Warszawy;ul.  Bluszczańska;67;U2;00-712;"21.0638764;52.2090833";https://zlobekbabypanda.pl/;babypandazlobek@gmail.com;500003814;20;24.0;0.0;0.0;0.0;0.0;2200.0 zł;0.0 zł;;;;22.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ;NIE;Klaudia Szczukocka;;7712871841.0;382074235.0;19069/P;https://zlobekbabypanda.pl/;NIE;21.0638764;52.2090833
18175/Z;Żłobek;"Żłobek ""MUNGO FORDON""";KUJAWSKO-POMORSKIE;Bydgoszcz;Bydgoszcz;Bydgoszcz, miasto;ul. Mariusza Zaruskiego;4;;85-794;"18.029369658534854;53.12974625";www.mungo.pl;biuro@mungo.pl;506437231;16;16.0;0.0;0.0;0.0;0.0;1100.0 zł;0.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;NIE;RAPI CENTER Izabela Szklarska-Dulęba;;5542502396.0;340618395.0;19108/P;www.mungo.pl;NIE;18.02936965853485;53.12974625
18176/Z;Klub dziecięcy;Gminny Klub Dziecięcy Owocowe Smyki w Jasieńcu;MAZOWIECKIE;grójecki;Jasieniec;Jasieniec, wieś;ul. Szkolna;7;;05-604;"20.938849762312714;51.8228301";;owocowesmyki@wp.pl;574271962;30;24.0;;;;;1500.0 zł;0.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:30 ;NIE;Gmina Jasieniec;ul.  Warecka 42 05-604 Jasieniec, Jasieniec, wieś;7971945741.0;670223729.0;19089/P;;NIE;20.938849762312717;51.8228301
18195/Z;Klub dziecięcy;"Klub Malucha „Bajlandia"" Adrianna Górniewska";KUJAWSKO-POMORSKIE;bydgoski;Dobrcz;Dobrcz, wieś;ul.  Długa;68;;86-022;nan;www.bajlandiadobrcz.pl;klubmaluchabajlandia@gmail.com;736853308;24;24.0;0.0;0.0;0.0;0.0;1549.0 zł;0.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;NIE;"Klub Malucha „Bajlandia"" Adrianna Górniewska";;5542416774.0;385988102.0;18887/P;Długa;NIE;18.0961493;53.2973703
18197/Z;Żłobek;Zespół Żłobków Gminy Łańcut (Gminny Żłobek w Kraczkowej);PODKARPACKIE;łańcucki;Łańcut;Kraczkowa, wieś;;217;;37-124;"22.17380535;50.0389281";zlobek-kraczkowa.gminalancut.pl;zlobek.kraczkowa@gminalancut.pl;721860863;22;22.0;;;;;1500.0 zł;0.0 zł;43.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Gmina Łańcut;ul. Adama Mickiewicza 2a 37-100 Łańcut, Łańcut, miasto;8151632222.0;690581790.0;19148/P;www.gminalancut.pl;NIE;22.17380535;50.0389281
18216/Z;Żłobek;Zespół Żłobków Gminy Łańcut (Gminny Żłobek w Kosinie);PODKARPACKIE;łańcucki;Łańcut;Kosina, wieś;;249;;37-112;"22.32827685058946;50.06870645";zlobek-kosina.gminalancut.pl;zlobek.kosina@gminalancut.pl;721860863;17;16.0;;;;;1500.0 zł;0.0 zł;43.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Gmina Łańcut;ul. Adama Mickiewicza 2a 37-100 Łańcut, Łańcut, miasto;8151632222.0;690581790.0;19148/P;www.gminalancut.pl;NIE;22.32827685058946;50.06870645
18236/Z;Żłobek;Niepubliczny Żłobek Językowo-Sportowy Winners;ŁÓDZKIE;łódzki wschodni;Andrespol;Andrespol, wieś;ul.  Rokicińska;130;130;95-020;"19.6368078;51.7259977";www.winners.org.pl;katarzyna.ignatowicz1@wp.pl;538447007;16;16.0;0.0;0.0;0.0;0.0;1350.0 zł;0.0 zł;;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Niepubliczne Przedszkole Językowo-Sportowe Winners S.C;ul.  Pułaskiego 10 95-080 Tuszyn, Tuszyn, miasto;7282790843.0;101464359.0;13754/P;www.winners.org.pl;NIE;19.6368078;51.7259977
18255/Z;Żłobek;CENTRUM EDUKACJI I ZABAWY ,,TĘCZOWY RAJ'' NATALIA TYSOWSKA;WIELKOPOLSKIE;obornicki;Oborniki;Bogdanowo, wieś;ul. Widokowa;9;;64-600;"16.8138125;52.6292867";WWW.TECZOWYRAJ-BOGDANOWO.PL;TECZOWYRAJ-BOGDANOWO@WP.PL;691305085;35;13.0;;;;;950.0 zł;0.0 zł;0.0 zł;;;18.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;"Centrum Edukacji i Zabawy ""Tęczowy Raj"" Natalia Tysowska";;7661831434.0;302153595.0;13848/P;www.teczowyraj-bogdanowo.pl;NIE;16.8138125;52.6292867
18259/Z;Żłobek;"Żłobek Niepubliczny ""Pałacyk Malucha""";MAŁOPOLSKIE;Tarnów;Tarnów;Tarnów, miasto;ul. Hugona Kołłątaja;14;;33-100;"20.99592244531541;50.0127029";http://palacykmalucha.pl/;tarnow@palacykmalucha.com.pl;607141817;15;11.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;"CENTRUM KSZTAŁCENIA EUROPEJSKIEGO ""WIEDZA"" S.C. KUBIŚ KRZYSZTOF, MROSZCZYK ANNA KOLBUSZOWA UL. BOLESŁAWA PRUSA 2";ul. Bolesława Prusa 2 36-100 Kolbuszowa, Kolbuszowa, miasto;8141528351.0;830482516.0;2448/P;www.rzeszow.palacykmalucha.pl;NIE;20.99592244531541;50.0127029
18276/Z;Żłobek;MAZANKI;MAZOWIECKIE;warszawski zachodni;Stare Babice;Stare Babice, wieś;ul. marsz. Józefa Piłsudskiego;3;;05-082;"20.8406349;52.252222";www.mazanki.pl;kontakt@mazanki.pl;609005150;38;30.0;0.0;0.0;0.0;0.0;1700.0 zł;0.0 zł;;;;21.2 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Maciej Szmajda Sapling Media;;7961366616.0;670986597.0;13638/P;http://mazanki.pl;NIE;20.8406349;52.252222
18277/Z;Żłobek;"Gminny Żłobek ""BAJECZKOWO"" w Kroczycach";ŚLĄSKIE;zawierciański;Kroczyce;Kroczyce, wieś;ul. Kościuszki;29;;42-425;"19.574342966079715;50.56314613180298";https://zlobekkroczyce.szkolnastrona.pl/;zlobek@kroczyce.pl;343337455;30;30.0;10.0;10.0;10.0;0.0;1500.0 zł;1500.0 zł;30.0 zł;;;9.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Gmina Kroczyce;ul.  Batalionów Chłopskich 29 42-425 Kroczyce, Kroczyce, wieś;6492289505.0;151398729.0;19168/P;kroczyce.pl;NIE;19.574342966079715;50.56314613180298
18295/Z;Żłobek;Leśny Skrzat - żłobek;DOLNOŚLĄSKIE;wrocławski;Długołęka;Brzezia Łąka, wieś;ul.  Główna;7;;55-093;"17.2661804;51.1228132";www.lesny-skrzat.pl;biuro@lesny-skrzat.pl;579079721;34;22.0;0.0;0.0;0.0;0.0;1550.0 zł;0.0 zł;80.0 zł;;;21.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ;TAK;Leśny Skrzat Sp. z o.o.;ul.  Wojska Polskiego 56h 56-400 Oleśnica, Oleśnica, miasto;9112020900.0;367323492.0;2254/P;www.lesny-skrzat.pl;NIE;17.2661804;51.1228132
18296/Z;Żłobek;Żłobek Dwujęzyczne Dzieci;WARMIŃSKO-MAZURSKIE;Olsztyn;Olsztyn;Olsztyn, miasto;ul. gen. Józefa Hallera;4;21B;10-698;"20.476252433071856;53.740522588652595";;przedszkole.dwujezycznedzieci@gmail.com;886503913;25;24.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;19.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 7.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;Przedszkole Niepubliczne Dwujęzyczne Dzieci Katarzyna Tobaj;;7393646546.0;383569683.0;19190/P;;NIE;20.476252433071856;53.7405225886526
18297/Z;Klub dziecięcy;Klub Dziecięcy w Marchwaczu;WIELKOPOLSKIE;kaliski;Szczytniki;Marchwacz, osada;;27;;62-865;nan;;klubdzieciecywmarchwaczu@gmail.com;627579667;24;20.0;;;;;1500.0 zł;0.0 zł;;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ;NIE;Gmina Szczytniki; 139 62-865 Szczytniki, Szczytniki, wieś;9680856933.0;250855021.0;19248/P;http://szczytniki.ug.gov.pl/;NIE;18.2939512;51.7255416
18298/Z;Żłobek;"Żłobek ""Dzielne Zuchy""";LUBELSKIE;Lublin;Lublin;Lublin, miasto;ul. Franciszka Salezego Jezierskiego;1;;20-439;"22.5902714;51.2076831";;info@dzielnezuchy.pl;662266056;48;48.0;0.0;0.0;0.0;0.0;2000.0 zł;0.0 zł;;;;12.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:50-16:50 ;TAK;Marietta Furmanik;;9462433620.0;384057672.0;19249/P;;NIE;22.5902714;51.2076831
18315/Z;Żłobek;Gminny Żłobek w Bielawach;ŁÓDZKIE;łowicki;Bielawy;Bielawy, wieś;ul.  Parzew;20B;;99-423;"19.6590157;52.0730431";;zlobek@bielawy.pl;664937155;16;16.0;0.0;0.0;0.0;0.0;600.0 zł;0.0 zł;;;;18.36 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Gmina Bielawy;ul.  Garbarska 11 99-423 Bielawy, Bielawy, wieś;8341779075.0;;19230/P;;NIE;19.6590157;52.0730431
18316/Z;Żłobek;MUSIC GARDEN AGATA TKACZOW;PODKARPACKIE;rzeszowski;Krasne;Palikówka, wieś;;271;;36-073;,;przedszkolemuzyczne.edu.pl;muzycznemaluchy@gmail.com;518239319;15;15.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;14.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 0.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-16:00 ;NIE;MUSIC GARDEN AGATA TKACZOW;;8131280004.0;690471334.0;13720/P;www.przedszkolemuzyczne.edu.pl;NIE;22.1351093;50.07702219999999
18317/Z;Żłobek;ŻLOBEK W OTMUCHOWIE;OPOLSKIE;nyski;Otmuchów;Otmuchów, miasto;ul. Władysława Łokietka;2;;48-385;nan;;zlobek_lokietka@op.pl;774315000;40;35.0;;;;;;0.0 zł;;8.0 zł;;7.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ;NIE;Gmina Otmuchów;ul. Zamkowa 6 48-385 Otmuchów, Otmuchów, miasto;7532388623.0;531412881.0;985/P;;NIE;17.1800952;50.4648931
18336/Z;Klub dziecięcy;Klub Dziecięcy Bąbelkowo;LUBUSKIE;sulęciński;Sulęcin;Sulęcin, miasto;ul. Emilii Plater;11c;;69-200;"15.115437182315825;52.4451581";babelkowosulecin.pl;kontakt@babelkowosulecin.pl;796672611;20;20.0;0.0;0.0;0.0;0.0;2010.0 zł;2010.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;Przedsiębiorstwo Handlowo-Usługowe Karol Kołodziej;ul. Emilii Plater 11c 69-200 Sulęcin, Sulęcin, miasto;4290034215.0;81095084.0;19269/P;babelkowosulecin.pl;NIE;15.115437182315825;52.4451581
18337/Z;Żłobek; Niepubliczny Żłobek Mini -Mali;WIELKOPOLSKIE;Poznań;Poznań-Jeżyce;Poznań-Jeżyce, delegatura;ul.  Strzeszyńska;118;;60-479;"16.9130317;52.413833";www.mini-mali.pl;kontakt@mini-mali.pl;697555336;20;20.0;0.0;0.0;0.0;0.0;1709.0 zł;0.0 zł;;;;17.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;KTM Konrad Mofina;;9721172730.0;364565214.0;19288/P;;NIE;16.9130317;52.413833
18355/Z;Klub dziecięcy;Klub Malucha NUBO III;ŁÓDZKIE;Łódź;Łódź-Śródmieście;Łódź-Śródmieście, delegatura;ul.  Gdańska;145;B;90-536;"19.4478628;51.775132";www.nubo.edu.pl;sekretariat@nubo.edu.pl;508229195;30;28.0;0.0;0.0;0.0;0.0;1900.0 zł;0.0 zł;;;;21.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;Fundacja SPIN;ul.  Gdańska 145 90-536 Łódź-Śródmieście, Łódź-Śródmieście, delegatura;5732852113.0;360235394.0;18218/P;www.fundacja-spin.pl;NIE;19.4478628;51.775132
18356/Z;Żłobek;Niepubliczny Żłobek Beztoskie Maluchy;MAZOWIECKIE;Warszawa;Warszawa - Praga-Południe;Warszawa - Praga-Południe, dzielnica m. st. Warszawy;ul. Marii Rodziewiczówny;1;U10;04-187;"21.1125775;52.2335538";www.beztroskiemaluchy.pl;beztroskiemaluchy@gmail.com;501025195,505899820;40;32.0;0.0;0.0;0.0;0.0;2000.0 zł;0.0 zł;;;;22.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ;NIE;Niepubliczny Żłobek Beztroskie Maluchy Gawryszewska i Dąbrowska s.c.;ul.  Łukowska 1 lok. U10 04-113 Warszawa - Praga-Południe, Warszawa - Praga-Południe, dzielnica m. st. Warszawy;9522188639.0;381701084.0;14923/P;www.beztroskiemaluchy.pl;NIE;21.1125775;52.2335538
18357/Z;Żłobek;Niepubliczny Żłobek Puchatek;POMORSKIE;wejherowski;Rumia;Rumia, miasto;ul. Katowicka;17C;;84-230;"18.4136182;54.5656554";www.żłobek-puchatka.pl;puchatekprzedszkole@wp.pl;510105119;45;29.0;;;;;1500.0 zł;0.0 zł;;;;14.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-18:00 ;TAK;Niepubliczne Przedszkole Artystyczno- Językowe Puchatek Elżbieta Muszyńska;;9211099106.0;950158895.0;12385/P;www.przedszkole-puchatka.pl;NIE;18.4136182;54.5656554
18358/Z;Klub dziecięcy;Klubik z klasą;MAZOWIECKIE;przasnyski;Przasnysz;Przasnysz, miasto;ul. Marszałka Józefa Piłsudskiego;75;;06-300;nan;;kontakt@klubikzklasa.edu.pl;579633900;30;24.0;0.0;0.0;0.0;0.0;1500.0 zł;0.0 zł;;;;13.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Lumaland sp. z o.o.;ul. Marszałka Józefa Piłsudskiego 75 06-300 Przasnysz, Przasnysz, miasto;7611561636.0;380465954.0;19294/P;;NIE;20.87859;53.018831
18359/Z;Żłobek;Żłobek Miejski w Wolinie;ZACHODNIOPOMORSKIE;kamieński;Wolin;Wolin, miasto;ul. Wiejska;10;;72-510;"14.60309753444672;53.84647837091515";;zlobek@gminawolin.pl;509038799;44;38.0;;;;;688.0 zł;0.0 zł;40.0 zł;;;11.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - za pierwszy miesiąc pobytu nowoprzyjętego dziecka: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Gmina Wolin;ul.  Zamkowa 23 72-510 Wolin, Wolin, miasto;9860164852.0;811685510.0;19295/P;www.gminawolin.pl;NIE;14.60309753444672;53.84647837091515
18360/Z;Klub dziecięcy;Zespół Klubów Dziecięcych w Międzyrzeczu - Klub Dziecięcy Nr 2;LUBUSKIE;międzyrzecki;Międzyrzecz;Międzyrzecz, miasto;ul. Jana Zamoyskiego;3;;66-300;"15.5661514;52.4479948";;zkd@edu.miedzyrzecz.pl;534817000;24;24.0;;;;;500.0 zł;0.0 zł;50.0 zł;;;12.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;TAK;Gmina Międzyrzecz;ul. Rynek 1 66-300 Międzyrzecz, miasto;5960006553.0;210966846.0;19296/P;www.miedzyrzecz.pl;NIE;15.5661514;52.4479948
